instrument,base,rate,volume,value,date
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.188657
TSLA,USD,609,2,1218,2021-06-14 12:26:03.191111
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.194124
TSLA,USD,609,2,1218,2021-06-14 12:26:03.197337
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.200042
TSLA,USD,609,2,1218,2021-06-14 12:26:03.202057
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.205364
TSLA,USD,609,2,1218,2021-06-14 12:26:03.209364
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.212377
TSLA,USD,609,2,1218,2021-06-14 12:26:03.215374
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.217375
TSLA,USD,609,2,1218,2021-06-14 12:26:03.220375
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.224360
TSLA,USD,609,2,1218,2021-06-14 12:26:03.226370
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.229902
TSLA,USD,609,2,1218,2021-06-14 12:26:03.231918
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.235057
TSLA,USD,609,2,1218,2021-06-14 12:26:03.237978
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.239993
TSLA,USD,609,2,1218,2021-06-14 12:26:03.243241
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.245256
TSLA,USD,609,2,1218,2021-06-14 12:26:03.248318
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.250317
TSLA,USD,609,2,1218,2021-06-14 12:26:03.253317
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.256661
TSLA,USD,609,2,1218,2021-06-14 12:26:03.258677
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.261750
TSLA,USD,609,2,1218,2021-06-14 12:26:03.264547
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.266562
TSLA,USD,609,2,1218,2021-06-14 12:26:03.269561
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.272546
TSLA,USD,609,2,1218,2021-06-14 12:26:03.275049
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.277390
TSLA,USD,609,2,1218,2021-06-14 12:26:03.279403
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.282403
TSLA,USD,609,2,1218,2021-06-14 12:26:03.285388
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.288400
TSLA,USD,609,2,1218,2021-06-14 12:26:03.291389
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.293399
TSLA,USD,609,2,1218,2021-06-14 12:26:03.296384
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.298383
TSLA,USD,609,2,1218,2021-06-14 12:26:03.301396
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.304395
TSLA,USD,609,2,1218,2021-06-14 12:26:03.307394
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.310031
TSLA,USD,609,2,1218,2021-06-14 12:26:03.312046
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.315045
TSLA,USD,609,2,1218,2021-06-14 12:26:03.318182
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.320626
TSLA,USD,609,2,1218,2021-06-14 12:26:03.323460
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.325476
TSLA,USD,609,2,1218,2021-06-14 12:26:03.328528
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.330544
TSLA,USD,609,2,1218,2021-06-14 12:26:03.333626
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.336643
TSLA,USD,609,2,1218,2021-06-14 12:26:03.339638
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.341637
TSLA,USD,609,2,1218,2021-06-14 12:26:03.344622
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.347635
TSLA,USD,609,2,1218,2021-06-14 12:26:03.350729
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.353368
TSLA,USD,609,2,1218,2021-06-14 12:26:03.355387
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.358365
TSLA,USD,609,2,1218,2021-06-14 12:26:03.360366
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.363377
TSLA,USD,609,2,1218,2021-06-14 12:26:03.366376
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.368378
TSLA,USD,609,2,1218,2021-06-14 12:26:03.371374
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.373374
TSLA,USD,609,2,1218,2021-06-14 12:26:03.376373
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.379371
TSLA,USD,609,2,1218,2021-06-14 12:26:03.382372
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.385356
TSLA,USD,609,2,1218,2021-06-14 12:26:03.387369
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.390369
TSLA,USD,609,2,1218,2021-06-14 12:26:03.392367
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.395368
TSLA,USD,609,2,1218,2021-06-14 12:26:03.398366
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.400366
TSLA,USD,609,2,1218,2021-06-14 12:26:03.403366
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.405364
TSLA,USD,609,2,1218,2021-06-14 12:26:03.408364
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.411363
TSLA,USD,609,2,1218,2021-06-14 12:26:03.414158
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.416173
TSLA,USD,609,2,1218,2021-06-14 12:26:03.419221
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.421236
TSLA,USD,609,2,1218,2021-06-14 12:26:03.424171
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.426920
TSLA,USD,609,2,1218,2021-06-14 12:26:03.429341
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.431355
TSLA,USD,609,2,1218,2021-06-14 12:26:03.435344
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.438358
TSLA,USD,609,2,1218,2021-06-14 12:26:03.441377
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.444349
TSLA,USD,609,2,1218,2021-06-14 12:26:03.447349
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.450349
TSLA,USD,609,2,1218,2021-06-14 12:26:03.453334
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.455346
TSLA,USD,609,2,1218,2021-06-14 12:26:03.458347
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.461366
TSLA,USD,609,2,1218,2021-06-14 12:26:03.463383
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.466358
TSLA,USD,609,2,1218,2021-06-14 12:26:03.468357
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.472376
TSLA,USD,609,2,1218,2021-06-14 12:26:03.474369
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.477368
TSLA,USD,609,2,1218,2021-06-14 12:26:03.480369
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.482368
TSLA,USD,609,2,1218,2021-06-14 12:26:03.485354
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.488369
TSLA,USD,609,2,1218,2021-06-14 12:26:03.491351
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.494361
TSLA,USD,609,2,1218,2021-06-14 12:26:03.496370
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.500355
TSLA,USD,609,2,1218,2021-06-14 12:26:03.504350
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.511343
TSLA,USD,609,2,1218,2021-06-14 12:26:03.514358
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.519341
TSLA,USD,609,2,1218,2021-06-14 12:26:03.523343
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.526339
TSLA,USD,609,2,1218,2021-06-14 12:26:03.529338
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.533337
TSLA,USD,609,2,1218,2021-06-14 12:26:03.536337
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.540343
TSLA,USD,609,2,1218,2021-06-14 12:26:03.543348
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.546334
TSLA,USD,609,2,1218,2021-06-14 12:26:03.549348
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.552332
TSLA,USD,609,2,1218,2021-06-14 12:26:03.555331
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.558346
TSLA,USD,609,2,1218,2021-06-14 12:26:03.561329
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.564328
TSLA,USD,609,2,1218,2021-06-14 12:26:03.567327
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.572327
TSLA,USD,609,2,1218,2021-06-14 12:26:03.576324
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.579324
TSLA,USD,609,2,1218,2021-06-14 12:26:03.583320
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.586322
TSLA,USD,609,2,1218,2021-06-14 12:26:03.589319
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.592319
TSLA,USD,609,2,1218,2021-06-14 12:26:03.596318
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.599317
TSLA,USD,609,2,1218,2021-06-14 12:26:03.603315
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.606314
TSLA,USD,609,2,1218,2021-06-14 12:26:03.610313
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.613312
TSLA,USD,609,2,1218,2021-06-14 12:26:03.616310
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.620311
TSLA,USD,609,2,1218,2021-06-14 12:26:03.624309
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.628306
TSLA,USD,609,2,1218,2021-06-14 12:26:03.633305
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.637320
TSLA,USD,609,2,1218,2021-06-14 12:26:03.641303
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.644303
TSLA,USD,609,2,1218,2021-06-14 12:26:03.648299
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.652298
TSLA,USD,609,2,1218,2021-06-14 12:26:03.655297
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.659297
TSLA,USD,609,2,1218,2021-06-14 12:26:03.662295
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.666294
TSLA,USD,609,2,1218,2021-06-14 12:26:03.669293
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.673293
TSLA,USD,609,2,1218,2021-06-14 12:26:03.676291
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.680298
TSLA,USD,609,2,1218,2021-06-14 12:26:03.683289
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.687287
TSLA,USD,609,2,1218,2021-06-14 12:26:03.690288
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.694287
TSLA,USD,609,2,1218,2021-06-14 12:26:03.697284
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.701299
TSLA,USD,609,2,1218,2021-06-14 12:26:03.706281
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.710281
TSLA,USD,609,2,1218,2021-06-14 12:26:03.713280
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.718278
TSLA,USD,609,2,1218,2021-06-14 12:26:03.722278
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.726276
TSLA,USD,609,2,1218,2021-06-14 12:26:03.729275
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.733273
TSLA,USD,609,2,1218,2021-06-14 12:26:03.736272
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.740272
TSLA,USD,609,2,1218,2021-06-14 12:26:03.744271
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.747287
TSLA,USD,609,2,1218,2021-06-14 12:26:03.751267
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.755271
TSLA,USD,609,2,1218,2021-06-14 12:26:03.758265
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.762264
TSLA,USD,609,2,1218,2021-06-14 12:26:03.766263
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.769264
TSLA,USD,609,2,1218,2021-06-14 12:26:03.774261
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.778260
TSLA,USD,609,2,1218,2021-06-14 12:26:03.783257
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.788255
TSLA,USD,609,2,1218,2021-06-14 12:26:03.793264
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.796254
TSLA,USD,609,2,1218,2021-06-14 12:26:03.801251
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.806251
TSLA,USD,609,2,1218,2021-06-14 12:26:03.809248
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.813266
TSLA,USD,609,2,1218,2021-06-14 12:26:03.817247
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.820246
TSLA,USD,609,2,1218,2021-06-14 12:26:03.824245
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.827245
TSLA,USD,609,2,1218,2021-06-14 12:26:03.831242
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.834242
TSLA,USD,609,2,1218,2021-06-14 12:26:03.838239
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.841238
TSLA,USD,609,2,1218,2021-06-14 12:26:03.845238
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.848238
TSLA,USD,609,2,1218,2021-06-14 12:26:03.852235
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.856233
TSLA,USD,609,2,1218,2021-06-14 12:26:03.859232
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.863233
TSLA,USD,609,2,1218,2021-06-14 12:26:03.866231
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.870229
TSLA,USD,609,2,1218,2021-06-14 12:26:03.873230
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.877227
TSLA,USD,609,2,1218,2021-06-14 12:26:03.881227
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.884226
TSLA,USD,609,2,1218,2021-06-14 12:26:03.888225
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.891222
TSLA,USD,609,2,1218,2021-06-14 12:26:03.895221
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.899220
TSLA,USD,609,2,1218,2021-06-14 12:26:03.903220
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.907218
TSLA,USD,609,2,1218,2021-06-14 12:26:03.912217
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.915216
TSLA,USD,609,2,1218,2021-06-14 12:26:03.920215
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.924213
TSLA,USD,609,2,1218,2021-06-14 12:26:03.928212
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.932210
TSLA,USD,609,2,1218,2021-06-14 12:26:03.935210
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.939209
TSLA,USD,609,2,1218,2021-06-14 12:26:03.943205
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.947204
TSLA,USD,609,2,1218,2021-06-14 12:26:03.950204
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.954204
TSLA,USD,609,2,1218,2021-06-14 12:26:03.958202
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.961201
TSLA,USD,609,2,1218,2021-06-14 12:26:03.964200
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.967198
TSLA,USD,609,2,1218,2021-06-14 12:26:03.970197
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.974196
TSLA,USD,609,2,1218,2021-06-14 12:26:03.977204
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.980193
TSLA,USD,609,2,1218,2021-06-14 12:26:03.983192
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.986193
TSLA,USD,609,2,1218,2021-06-14 12:26:03.989191
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.992192
TSLA,USD,609,2,1218,2021-06-14 12:26:03.995189
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:03.998188
TSLA,USD,609,2,1218,2021-06-14 12:26:04.001187
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.004187
TSLA,USD,609,2,1218,2021-06-14 12:26:04.007187
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.010186
TSLA,USD,609,2,1218,2021-06-14 12:26:04.013185
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.015184
TSLA,USD,609,2,1218,2021-06-14 12:26:04.018184
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.021183
TSLA,USD,609,2,1218,2021-06-14 12:26:04.024181
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.028180
TSLA,USD,609,2,1218,2021-06-14 12:26:04.031179
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.034178
TSLA,USD,609,2,1218,2021-06-14 12:26:04.037183
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.040175
TSLA,USD,609,2,1218,2021-06-14 12:26:04.044175
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.047173
TSLA,USD,609,2,1218,2021-06-14 12:26:04.050172
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.052171
TSLA,USD,609,2,1218,2021-06-14 12:26:04.056170
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.059169
TSLA,USD,609,2,1218,2021-06-14 12:26:04.062168
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.065168
TSLA,USD,609,2,1218,2021-06-14 12:26:04.067168
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.071166
TSLA,USD,609,2,1218,2021-06-14 12:26:04.074165
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.077172
TSLA,USD,609,2,1218,2021-06-14 12:26:04.080163
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.083166
TSLA,USD,609,2,1218,2021-06-14 12:26:04.086162
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.089160
TSLA,USD,609,2,1218,2021-06-14 12:26:04.091160
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.094159
TSLA,USD,609,2,1218,2021-06-14 12:26:04.097158
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.100157
TSLA,USD,609,2,1218,2021-06-14 12:26:04.104156
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.107155
TSLA,USD,609,2,1218,2021-06-14 12:26:04.110154
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.113153
TSLA,USD,609,2,1218,2021-06-14 12:26:04.116152
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.119149
TSLA,USD,609,2,1218,2021-06-14 12:26:04.122148
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.125147
TSLA,USD,609,2,1218,2021-06-14 12:26:04.128146
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.131145
TSLA,USD,609,2,1218,2021-06-14 12:26:04.134146
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.138144
TSLA,USD,609,2,1218,2021-06-14 12:26:04.141143
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.144142
TSLA,USD,609,2,1218,2021-06-14 12:26:04.147142
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.150139
TSLA,USD,609,2,1218,2021-06-14 12:26:04.153138
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.156137
TSLA,USD,609,2,1218,2021-06-14 12:26:04.159136
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.162154
TSLA,USD,609,2,1218,2021-06-14 12:26:04.166136
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.171133
TSLA,USD,609,2,1218,2021-06-14 12:26:04.175131
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.178131
TSLA,USD,609,2,1218,2021-06-14 12:26:04.182131
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.185129
TSLA,USD,609,2,1218,2021-06-14 12:26:04.188128
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.191127
TSLA,USD,609,2,1218,2021-06-14 12:26:04.193127
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.196126
TSLA,USD,609,2,1218,2021-06-14 12:26:04.199125
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.202124
TSLA,USD,609,2,1218,2021-06-14 12:26:04.204123
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.207122
TSLA,USD,609,2,1218,2021-06-14 12:26:04.210131
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.212138
TSLA,USD,609,2,1218,2021-06-14 12:26:04.215137
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.218118
TSLA,USD,609,2,1218,2021-06-14 12:26:04.221117
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.224115
TSLA,USD,609,2,1218,2021-06-14 12:26:04.227116
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.230114
TSLA,USD,609,2,1218,2021-06-14 12:26:04.233114
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.236113
TSLA,USD,609,2,1218,2021-06-14 12:26:04.240120
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.243110
TSLA,USD,609,2,1218,2021-06-14 12:26:04.246109
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.251107
TSLA,USD,609,2,1218,2021-06-14 12:26:04.254107
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.258106
TSLA,USD,609,2,1218,2021-06-14 12:26:04.262106
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.265103
TSLA,USD,609,2,1218,2021-06-14 12:26:04.269102
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.273114
TSLA,USD,609,2,1218,2021-06-14 12:26:04.277100
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.279100
TSLA,USD,609,2,1218,2021-06-14 12:26:04.283098
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.286115
TSLA,USD,609,2,1218,2021-06-14 12:26:04.291095
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.295094
TSLA,USD,609,2,1218,2021-06-14 12:26:04.299092
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.302092
TSLA,USD,609,2,1218,2021-06-14 12:26:04.306092
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.310089
TSLA,USD,609,2,1218,2021-06-14 12:26:04.314088
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.317088
TSLA,USD,609,2,1218,2021-06-14 12:26:04.321086
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.325084
TSLA,USD,609,2,1218,2021-06-14 12:26:04.329082
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.333081
TSLA,USD,609,2,1218,2021-06-14 12:26:04.339079
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.345078
TSLA,USD,609,2,1218,2021-06-14 12:26:04.349077
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.353076
TSLA,USD,609,2,1218,2021-06-14 12:26:04.356074
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.359078
TSLA,USD,609,2,1218,2021-06-14 12:26:04.363494
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.367497
TSLA,USD,609,2,1218,2021-06-14 12:26:04.371496
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.374495
TSLA,USD,609,2,1218,2021-06-14 12:26:04.378511
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.381491
TSLA,USD,609,2,1218,2021-06-14 12:26:04.386490
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.390488
TSLA,USD,609,2,1218,2021-06-14 12:26:04.395487
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.401487
TSLA,USD,609,2,1218,2021-06-14 12:26:04.407485
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.413483
TSLA,USD,609,2,1218,2021-06-14 12:26:04.419481
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.425479
TSLA,USD,609,2,1218,2021-06-14 12:26:04.428477
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.432475
TSLA,USD,609,2,1218,2021-06-14 12:26:04.436475
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.442473
TSLA,USD,609,2,1218,2021-06-14 12:26:04.447470
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.452469
TSLA,USD,609,2,1218,2021-06-14 12:26:04.458467
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.463465
TSLA,USD,609,2,1218,2021-06-14 12:26:04.469465
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.473464
TSLA,USD,609,2,1218,2021-06-14 12:26:04.478462
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.483459
TSLA,USD,609,2,1218,2021-06-14 12:26:04.488457
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.493456
TSLA,USD,609,2,1218,2021-06-14 12:26:04.499454
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.505452
TSLA,USD,609,2,1218,2021-06-14 12:26:04.509451
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.514449
TSLA,USD,609,2,1218,2021-06-14 12:26:04.519447
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.524446
TSLA,USD,609,2,1218,2021-06-14 12:26:04.529444
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.534442
TSLA,USD,609,2,1218,2021-06-14 12:26:04.539441
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.544440
TSLA,USD,609,2,1218,2021-06-14 12:26:04.548439
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.552438
TSLA,USD,609,2,1218,2021-06-14 12:26:04.555437
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.559434
TSLA,USD,609,2,1218,2021-06-14 12:26:04.563433
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.569431
TSLA,USD,609,2,1218,2021-06-14 12:26:04.575429
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.580428
TSLA,USD,609,2,1218,2021-06-14 12:26:04.585427
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.589427
TSLA,USD,609,2,1218,2021-06-14 12:26:04.593424
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.597423
TSLA,USD,609,2,1218,2021-06-14 12:26:04.601422
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.605422
TSLA,USD,609,2,1218,2021-06-14 12:26:04.609418
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.612418
TSLA,USD,609,2,1218,2021-06-14 12:26:04.616417
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.619416
TSLA,USD,609,2,1218,2021-06-14 12:26:04.623414
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.626413
TSLA,USD,609,2,1218,2021-06-14 12:26:04.630412
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.633410
TSLA,USD,609,2,1218,2021-06-14 12:26:04.636411
AAPL,USD,993.232,4,3972.928,2021-06-14 12:26:04.639409
